IP地址,最小延迟(ms),最大延迟(ms),平均延迟(ms),丢包率(%)
2606:4700:85de:3003:900:8a39:8754:a836,224,257,239,10
2606:4700:8ddb:7505:f7b7:9f8:83c2:8e61,230,265,239,10
2606:4700:91be:9903:b904:c3c5:5a03:cf30,227,268,244,10
2606:4700:4:711e:3f42:ddf7:2603:5eac,211,238,224,20
2606:4700:3055:36ce:6857:7610:8be6:71d1,217,236,224,20
2606:4700:4408:b1d1:4d87:e94a:d1:e4d,210,239,227,20
2606:4700:3114:6694:5ac1:aefa:9d54:d74a,218,253,228,20
2606:4700:3021:52e5:602:c375:4580:2cd,214,238,228,20
2606:4700:9adc:7485:556a:993:dba6:7ec1,219,249,229,20
2606:4700:91bf:7122:5f9d:fccb:e4d4:9dfe,221,238,229,20
2606:4700:8d7b:a838:4913:277b:1a3:af34,219,243,230,20
2606:4700:3018:65:872b:3d66:7191:2a41,215,250,230,20
2606:4700:976d:8738:d4ee:a61a:a47b:789d,221,244,231,20
2606:4700:53:ec69:3763:5f79:7adf:49e8,214,259,231,20
2606:4700:976e:4509:eeb1:d85:63:470,214,247,231,20
2606:4700:8de5:674d:d505:ca60:5854:61fa,219,252,233,20
2606:4700:311c:e027:5d84:d47c:1217:7715,229,244,235,20
2606:4700:85d3:5c5e:1492:1316:9205:3b39,223,253,235,20
2606:4700:8d75:5de6:129a:4186:bb62:62c1,223,262,236,20
2606:4700:90dd:d29a:e9ad:d4e2:38e8:77df,219,274,236,20
2606:4700:8cad:b5e9:6dbb:6695:a656:38af,226,254,236,20
2606:4700:976f:22f4:638a:bb83:3108:6253,223,256,238,20
2606:4700:3119:1884:af90:87f0:6137:5edf,217,275,238,20
2606:4700:8dd0:83cb:2bae:6ef5:2bb4:2aec,220,258,239,20
2606:4700:3022:7f0b:49ef:9f59:e74e:1a23,214,235,224,30
2606:4700:440f:5218:c68d:848:9af2:118f,220,231,227,30
2606:4700:9c6e:a6e:3e5b:277:8521:7ab5,220,232,227,30
